	IAI1_batch1	IAI1_batch2	IAI1_chemostat1	IAI1_chemostat2	IAI1_starvation1	IAI1_starvation2	K12_IAI1ref_batch1	K12_IAI1ref_batch2	K12_IAI1ref_chemostat1	K12_IAI1ref_chemostat2	K12_IAI1ref_starvation1	K12_IAI1ref_starvation2	K12_batch1	K12_batch2	K12_chemostat1	K12_chemostat2	K12_starvation1	K12_starvation2	IAI1_K12ref_batch1	IAI1_K12ref_batch2	IAI1_K12ref_chemostat1	IAI1_K12ref_chemostat2	IAI1_K12ref_starvation1	IAI1_K12ref_starvation2
mdtL	33	20	21	17	9	6	24	41	35	23	2	4	27	44	41	25	2	4	26	18	19	16	8	6
yidZ	125	78	119	77	49	26	176	183	162	87	31	28	193	216	176	91	33	29	114	72	110	65	46	25
yieE	139	81	408	330	69	58	184	267	283	121	10	9	186	266	285	124	10	9	139	80	406	328	69	58
yieH	250	193	248	186	76	53	201	238	199	136	5	6	211	251	214	140	5	7	236	180	241	182	69	48
yieK	40	28	35	32	21	25	32	85	58	40	6	12	40	95	67	47	6	12	36	28	31	30	18	23
yieL	23	29	45	37	15	21	21	36	41	19	1	4	24	37	42	21	1	4	23	26	44	35	15	21
bglH	17	8	22	26	42	27	20	35	43	22	4	1	20	35	43	23	4	1	17	8	23	26	40	25
bglB	16	9	18	17	10	9	23	48	45	34	2	0	23	52	45	36	2	0	15	8	18	14	10	9
bglG	5	4	30	19	17	18	15	15	39	13	0	0	15	15	39	13	0	0	5	4	29	19	17	18
phoU	437	351	977	886	287	251	631	1014	835	521	11	14	696	1106	893	585	12	15	413	338	940	862	273	228
pstB	441	325	819	682	212	145	896	1036	1042	722	16	12	898	1037	1043	723	16	12	441	325	818	681	211	145
pstA	145	106	211	169	24	11	206	309	237	175	10	6	219	341	257	203	11	6	134	94	196	151	22	11
pstC	165	131	245	185	59	43	336	489	406	334	21	15	336	489	406	334	21	15	165	131	245	185	59	43
pstS	405	288	760	667	60	50	1027	1300	1344	1205	25	16	1027	1300	1344	1205	25	16	404	288	760	667	60	50
glmS	7380	5414	2860	2647	679	538	7916	12739	5772	3713	441	433	9530	15498	6992	4462	519	528	5961	4412	2305	2148	554	447
glmU	5782	4129	2669	2443	493	368	5684	8703	4200	2382	333	340	6436	9892	4701	2733	376	393	5033	3618	2353	2166	426	336
atpD	27211	18697	26002	24286	1997	1563	17579	27028	25515	13439	261	294	17790	27349	25873	13603	264	297	26923	18513	25689	24027	1983	1550
atpG	16672	11309	15487	14304	854	734	14162	18495	19393	9788	109	159	14162	18495	19393	9788	109	159	16672	11309	15487	14304	854	734
atpA	41597	29737	39671	37096	2373	1768	31168	47074	44964	24469	288	360	31168	47074	44964	24469	288	360	41597	29737	39671	37096	2373	1768
atpB	13608	9902	15310	14055	1876	1342	16642	21881	23931	12006	148	155	16653	21903	23959	12023	148	155	13590	9897	15298	14043	1876	1341
gidB	326	264	247	214	81	77	425	570	373	218	11	9	425	570	373	218	11	9	326	264	247	214	81	77
gidA	1981	1387	1094	1017	148	146	2013	2868	1892	1177	25	33	2031	2883	1906	1186	25	33	1968	1377	1087	1011	148	145
asnA	2223	1312	786	691	106	97	526	792	463	269	19	18	608	907	526	308	21	22	1934	1151	701	605	95	91
yieM	244	195	244	197	49	38	309	414	384	224	13	13	309	414	384	224	13	13	244	195	244	197	49	38
ravA	259	196	225	229	93	85	241	351	332	196	40	52	260	378	361	211	42	58	242	177	201	213	84	78
trkD	426	268	332	263	67	61	647	828	641	374	34	26	651	833	645	378	35	26	420	266	323	256	67	61
rbsA	212	145	414	358	253	140	583	888	1971	870	89	119	593	904	1996	886	91	120	206	141	407	350	250	135
rbsC	142	88	586	411	384	280	410	607	1966	890	68	92	412	610	1972	893	69	92	140	86	582	410	384	279
rbsB	789	867	9857	7878	3889	3157	2848	3864	18005	8337	255	378	2861	3898	18170	8433	258	383	777	857	9736	7771	3779	3080
rbsK	415	289	1659	1493	433	315	779	1025	2050	1009	25	41	784	1030	2061	1013	25	41	414	287	1652	1482	432	314
rbsR	181	138	484	390	56	45	197	245	441	203	7	5	199	247	445	204	7	5	179	137	482	390	56	45
hsrA	98	90	119	90	45	42	180	231	177	124	9	8	182	237	179	127	9	8	98	89	118	89	45	41
yieP	251	209	170	149	140	121	666	929	491	296	38	38	700	1002	521	332	40	43	232	195	156	142	135	116
hdfR	310	228	313	289	228	206	502	707	602	334	20	27	502	708	603	334	20	27	310	228	313	289	228	206
yifB	36	38	67	54	34	28	207	273	199	129	5	3	210	277	207	131	5	3	35	37	64	52	32	26
ilvE	9807	6367	6079	6109	301	200	2220	3249	1544	854	17	13	2340	3412	1611	902	17	13	9299	6021	5767	5775	285	183
ilvD	10524	6609	6268	5972	356	291	1915	2859	1684	916	34	20	2200	3304	1924	1040	43	25	9161	5843	5523	5326	310	247
ilvA	6150	3840	3408	3150	211	163	784	1239	715	368	16	23	1039	1654	960	497	22	32	4747	2888	2542	2391	160	121
ilvY	184	99	132	124	93	74	97	125	136	86	30	34	156	217	217	133	39	47	130	78	99	90	66	52
ilvC	22146	16004	8549	8392	152	112	42041	62877	34908	18283	160	183	50213	75232	41620	21765	195	233	17744	12642	6877	6753	120	94
rep	748	519	560	463	131	103	746	983	725	429	13	8	856	1155	853	479	14	11	633	447	487	398	111	94
gpp	1195	702	1002	885	167	115	972	1146	1218	715	36	35	979	1160	1229	721	36	36	1187	699	993	873	167	115
rhlB	2450	1589	2006	1733	589	505	2790	3466	3098	1836	152	180	2842	3538	3150	1875	152	182	2407	1571	1985	1705	584	501
rho	3096	1809	2606	2270	2477	2199	3235	3705	3185	1915	104	131	3366	3879	3320	1991	106	136	2981	1745	2502	2207	2387	2124
rfe	1117	864	972	826	332	236	1507	2181	1364	820	38	40	1540	2236	1395	834	38	40	1139	878	992	838	342	239
wzzE	947	658	786	664	140	116	944	1459	853	573	18	10	958	1465	856	578	18	10	941	655	781	659	140	115
rffE	805	588	430	378	24	20	1000	1517	800	429	10	4	1020	1543	823	443	10	4	790	578	419	368	24	20
rffD	828	554	475	379	29	17	961	1359	684	358	12	8	1004	1412	704	375	12	8	786	514	455	365	29	15
rffG	678	375	409	362	39	12	716	997	537	300	9	9	735	1026	548	307	9	9	650	369	399	353	39	12
rffH	434	305	282	265	19	16	383	531	324	197	11	16	414	574	351	210	11	16	414	290	266	259	18	15
rffC	208	171	141	131	18	13	278	387	203	129	1	2	295	406	212	133	1	2	189	163	135	124	17	13
rffA	435	297	348	306	76	53	562	783	441	246	20	22	566	790	442	249	20	23	432	296	348	306	76	53
wzxE	383	232	258	225	67	35	443	668	374	200	20	26	469	694	389	207	21	27	363	221	247	211	64	32
rffT	306	225	216	185	45	27	284	418	284	149	11	9	306	446	305	157	13	9	285	211	202	176	41	24
wzyE	197	174	136	149	35	28	262	345	199	107	13	13	265	347	201	109	14	13	195	172	132	147	35	28
rffM	216	155	173	151	55	44	301	422	245	150	12	13	397	527	318	189	12	18	200	136	159	131	52	43
yifK	1049	729	597	578	118	87	1397	2036	1558	752	169	209	1410	2055	1570	758	169	209	1037	723	589	577	117	86
hemY	1491	965	2186	1892	781	584	1178	1768	1742	956	41	57	1329	1975	1976	1073	43	59	1362	887	1998	1763	723	557
hemX	1544	1008	2366	2165	651	508	1561	2193	2504	1337	66	76	1606	2255	2571	1366	66	77	1392	934	2179	2005	578	455
hemD	507	293	632	577	218	177	612	689	835	447	28	27	626	708	854	456	28	27	502	288	624	570	213	174
hemC	766	487	820	749	559	429	533	768	905	505	129	118	577	826	962	537	138	130	724	455	752	695	529	392
cyaA	2857	1891	1208	1080	827	666	4330	5662	3021	2312	265	270	4550	5944	3173	2440	282	290	2751	1817	1162	1040	806	638
dapF	814	535	705	572	133	103	1111	1696	1282	658	25	26	1111	1696	1282	658	25	26	814	535	705	572	133	103
yigA	470	310	462	365	40	25	653	970	701	391	4	4	680	1012	721	412	4	5	442	289	436	349	39	25
xerC	563	371	452	409	20	17	1049	1411	1137	555	3	5	1069	1450	1168	576	3	5	550	366	442	403	18	17
yigB	318	210	249	274	15	14	590	787	595	267	9	7	593	794	597	268	9	7	316	210	249	273	15	14
uvrD	702	453	652	557	280	207	741	1103	971	520	27	24	838	1244	1083	594	27	26	599	388	565	487	246	180
yigE	60	38	57	44	7	4	46	70	54	34	1	1	47	72	54	37	1	1	57	36	56	44	7	4
corA	981	689	1183	1059	485	461	904	1322	987	537	45	36	960	1391	1059	570	47	39	969	683	1172	1046	483	453
rarD	154	106	114	113	68	29	151	192	132	85	4	5	158	201	150	90	4	5	144	93	102	102	66	24
pldA	887	643	842	711	163	126	961	1387	862	553	19	12	995	1425	896	571	20	13	864	622	810	681	160	118
recQ	807	511	605	527	39	25	621	905	681	346	3	7	666	977	746	374	3	7	716	464	531	478	34	21
rhtC	393	294	453	350	332	268	386	542	498	266	7	4	403	580	540	279	7	4	358	262	404	310	295	244
rhtB	216	153	285	240	174	113	383	527	452	228	7	8	287	397	326	164	6	5	201	138	244	212	153	95
pldB	385	283	389	311	186	115	598	832	740	417	21	25	779	1103	986	552	30	32	535	382	562	451	240	166
yigL	260	165	196	179	60	58	432	604	431	244	7	8	454	633	452	256	7	8	247	157	186	168	59	57
yigM	171	121	151	110	56	57	111	144	109	62	2	2	124	150	117	65	2	2	161	112	144	104	53	54
metR	486	355	592	457	348	196	325	473	445	251	6	13	344	510	482	274	7	14	430	320	518	410	312	170
ysgA	838	530	3022	2750	360	264	623	904	995	604	57	56	726	1071	1133	697	62	58	745	465	2795	2563	341	242
udp	920	562	4260	3815	2242	1861	806	1278	1787	984	69	99	806	1280	1792	984	71	101	915	558	4232	3776	2219	1844
rmuC	189	159	676	567	512	399	317	416	1028	450	56	48	328	429	1043	465	57	49	185	155	658	557	501	397
ubiE	1144	818	1179	1119	634	514	1497	2070	1797	999	41	51	1497	2070	1797	999	41	51	1144	818	1179	1119	634	514
yigP	714	452	779	649	265	200	650	949	843	426	34	40	341	538	463	226	19	22	435	267	456	385	160	122
ubiB	1104	741	1075	1007	449	351	1244	1772	1433	748	34	37	1246	1776	1435	748	34	37	1103	741	1074	1007	448	350
tatC	1136	836	744	646	115	123	853	1262	855	489	6	11	853	1264	856	489	6	11	1136	836	744	646	115	123
tatD	265	193	204	141	24	32	278	416	347	183	8	6	278	417	347	183	8	6	263	193	204	141	24	32
ubiD	1677	1148	2652	2179	1555	1257	1851	2714	3095	1528	224	267	1945	2855	3259	1592	233	280	1610	1093	2552	2091	1485	1206
fre	1010	728	1476	1271	974	696	1305	1966	2098	1063	158	206	1350	2032	2163	1093	166	211	981	708	1447	1239	944	683
fadA	118	73	2276	1971	1295	1070	107	151	1595	613	247	250	108	157	1627	625	251	258	116	72	2215	1933	1265	1035
fadB	269	171	6971	6022	3211	2435	208	262	5725	2062	752	829	220	275	5945	2147	772	844	264	168	6744	5784	3097	2338
pepQ	2141	1448	3311	3112	1411	1043	3272	4524	4458	2524	142	133	3657	5104	5009	2847	158	147	1958	1328	2991	2820	1273	961
yigZ	290	214	388	390	159	126	399	603	518	285	24	27	405	628	536	293	24	28	282	205	382	375	159	124
trkH	559	380	544	455	222	143	682	958	701	434	50	60	706	982	722	447	51	63	540	370	533	439	216	136
yihE	1016	766	924	871	459	353	1509	1977	1225	785	17	16	1533	2007	1244	797	17	16	995	748	908	852	450	351
dsbA	2169	1615	2466	2219	695	519	3596	5010	3075	1754	71	50	3608	5027	3082	1758	71	50	2158	1609	2462	2205	695	518
yihG	111	89	91	66	20	21	121	166	98	55	0	0	127	171	104	58	0	0	105	86	80	61	16	21
polA	1535	1066	2405	2134	1485	1213	3179	4305	4214	2118	266	269	3180	4311	4219	2122	266	269	1534	1066	2402	2130	1484	1213
hemN	1031	695	977	795	420	299	976	1396	1129	633	39	34	976	1399	1129	634	39	34	1031	695	977	795	420	299
glnG	818	555	312	271	147	109	631	967	660	315	61	61	635	968	662	316	61	60	815	553	312	271	147	109
glnL	676	427	206	175	87	74	538	737	535	263	40	40	538	737	535	263	40	40	676	426	206	175	86	74
glnA	8991	6186	4268	4189	863	679	6611	8393	4478	2858	40	50	6752	8620	4604	2945	40	51	8840	6082	4170	4113	842	660
bipA	11721	8297	4874	4531	1436	1180	13702	21180	8281	5336	119	135	13873	21448	8383	5392	119	136	11614	8240	4832	4488	1427	1175
yihL	82	56	107	85	51	47	97	133	177	101	2	4	108	156	214	128	2	4	71	52	91	73	43	42
yihM	106	89	187	181	90	70	152	193	424	199	2	6	152	194	425	200	2	6	106	89	187	181	90	70
yihN	55	48	94	111	14	18	46	67	184	101	2	1	47	68	191	104	2	1	52	48	92	108	13	15
ompL	7	6	3	5	17	14	13	9	22	8	0	0	13	9	22	10	0	0	7	6	1	5	17	14
yihO	6	8	24	16	60	56	31	31	47	34	2	8	32	32	49	34	2	8	6	8	24	16	58	55
yihP	12	15	53	37	54	46	23	36	24	14	2	3	28	43	28	17	2	4	9	12	47	31	45	39
yihQ	35	17	89	80	87	67	27	25	45	35	1	5	28	26	46	38	1	5	34	16	89	80	85	66
yihS	69	36	172	161	60	40	64	92	127	69	5	13	64	92	127	69	5	13	68	36	172	161	60	40
yihT	29	20	90	106	20	24	30	44	70	41	2	5	30	44	70	41	2	5	29	20	90	106	20	24
yihU	14	12	41	34	25	7	16	12	46	13	2	1	16	12	46	13	2	1	14	12	40	33	25	7
yihV	30	25	111	86	74	59	47	58	117	54	22	23	47	58	117	54	22	23	30	25	111	86	74	59
yihW	257	164	516	416	370	303	291	398	677	315	34	36	291	398	677	315	34	36	257	164	516	416	370	303
rbn	203	171	518	459	227	197	376	523	950	406	62	64	412	578	1056	451	64	65	200	161	499	441	221	190
yiiD	658	431	816	755	182	150	1107	1565	1659	833	33	36	1211	1762	1826	922	36	38	596	397	756	688	170	135
fdhE	385	224	611	527	298	239	298	445	588	284	29	44	338	500	670	315	31	47	330	186	530	458	272	207
fdoI	107	73	269	269	603	449	135	154	291	152	66	106	135	154	291	152	66	106	107	73	269	268	603	449
fdoH	180	128	504	441	1165	974	128	202	444	231	149	183	135	212	463	239	153	185	177	127	497	432	1147	953
fdoG	1371	957	3740	3451	7827	7077	1601	2203	3997	2247	1205	1463	1626	2231	4072	2278	1232	1487	1333	934	3631	3353	7609	6899
fdhD	213	191	298	257	283	240	322	532	388	207	88	78	325	539	394	209	91	80	211	189	294	254	272	232
frvB	11	6	11	17	3	3	14	27	20	16	3	1	15	29	20	16	3	1	8	5	10	17	3	2
rhaD	19	6	16	18	10	8	11	23	10	6	0	1	13	27	14	10	0	2	12	6	11	12	9	7
rhaA	5	5	15	8	6	5	13	21	17	11	2	0	14	28	21	15	2	1	4	4	16	7	7	5
rhaS	22	22	257	189	84	59	29	39	120	57	29	23	29	41	121	57	30	23	22	22	262	196	87	60
rhaR	31	22	286	200	259	239	37	48	95	37	7	14	37	49	94	37	7	13	31	22	282	196	259	239
sodA	16891	8516	19138	14676	5107	4120	32199	37801	31956	18070	336	345	32206	37809	31964	18075	336	345	16881	8515	19121	14671	5107	4119
kdgT	31	25	126	106	88	65	95	121	150	67	14	20	95	121	150	67	14	20	31	25	126	106	88	65
yiiM	272	187	303	254	148	134	395	511	477	262	86	97	402	523	488	268	90	99	267	177	295	248	147	133
cpxA	1515	1085	1603	1405	433	395	1513	2216	1884	1037	51	39	1537	2257	1924	1052	51	39	1492	1056	1572	1368	426	387
cpxR	1327	972	1636	1375	618	455	1681	2433	2125	1247	44	47	1681	2433	2125	1247	44	47	1327	972	1636	1375	618	455
fieF	708	510	573	525	408	347	1321	1749	1322	781	78	84	1321	1750	1325	781	78	84	705	510	572	525	407	346
pfkA	3175	2168	1569	1384	936	773	4721	7056	4282	2588	475	515	4770	7143	4323	2617	479	516	3153	2160	1559	1374	935	770
sbp	846	642	427	473	38	33	1165	1523	1322	638	7	16	1225	1595	1401	662	8	16	795	602	401	436	37	32
cdh	263	176	113	117	24	18	198	287	155	101	1	1	232	327	170	112	2	1	216	147	95	102	17	15
tpiA	6248	4380	5094	4892	790	586	8186	12299	7417	4474	110	128	8947	13466	8164	4924	123	139	5650	3961	4567	4345	724	526
fpr	597	325	674	517	497	345	890	1222	1082	631	27	24	1012	1357	1195	696	29	27	547	298	612	473	443	311
glpX	182	116	195	159	199	168	603	867	3549	1667	161	176	604	868	3555	1669	161	176	181	116	195	159	198	168
glpK	139	116	1685	1390	1016	816	9579	13349	114725	49867	8173	8684	10067	14086	121050	52700	8580	9119	134	112	1600	1319	969	786
glpF	20	17	490	355	348	320	2347	2677	41923	17569	6492	6722	2347	2677	41923	17569	6492	6722	20	17	490	355	348	320
menA	412	286	303	302	72	59	475	666	481	278	5	4	477	668	482	278	6	4	412	286	301	302	72	58
hslU	1943	1312	1718	1775	1940	1424	3055	4452	2961	1840	232	231	3096	4503	2992	1858	234	233	1939	1300	1713	1762	1928	1412
ftsN	673	488	657	561	294	235	742	1020	844	465	66	58	766	1072	870	480	67	59	643	469	632	536	283	228
cytR	496	319	447	391	170	150	688	839	1188	513	17	18	693	859	1200	520	17	18	490	314	437	386	168	149
yiiX	57	50	127	116	48	28	119	195	113	58	2	5	235	351	234	129	5	6	35	31	71	71	31	12
metB	1493	954	1344	1168	1053	476	1848	2117	1803	943	20	13	1863	2135	1820	952	20	13	1483	952	1332	1164	1046	471
metL	2673	1705	1768	1537	1313	679	1701	2792	1984	984	31	46	1833	2988	2146	1058	34	50	2563	1625	1673	1454	1226	649
metF	7118	5254	3173	2722	1432	740	5190	7645	3952	2186	32	39	5735	8489	4404	2423	37	43	6478	4777	2897	2475	1296	679
katG	3493	2505	8468	7404	3760	2688	4415	6948	8337	4471	286	325	4861	7665	9272	4945	315	358	3159	2262	7563	6658	3362	2415
yijE	55	47	96	76	62	65	84	112	98	46	6	3	90	117	104	55	6	4	52	40	83	72	57	60
yijF	8	5	19	10	6	5	8	11	12	9	0	0	12	19	13	9	0	0	5	3	17	8	6	5
gldA	102	81	348	338	281	163	95	177	199	108	43	42	103	191	220	120	43	43	93	72	317	322	254	154
fsaB	23	13	52	63	31	16	32	29	58	32	5	4	33	44	70	45	10	6	16	11	43	50	24	13
ptsA	27	26	75	69	60	57	23	39	65	28	13	18	25	42	66	31	15	20	23	17	58	54	53	51
frwC	19	8	98	76	30	26	12	17	73	33	11	2	12	17	73	33	11	2	19	8	98	76	30	26
pflD	58	35	135	116	79	57	72	113	144	70	15	8	74	126	166	78	15	9	55	30	127	108	72	52
pflC	27	9	46	54	20	12	22	48	65	28	2	0	24	53	68	30	4	0	25	8	41	51	19	11
yijO	31	20	53	28	18	18	55	51	61	32	1	2	60	53	64	35	1	3	28	20	48	25	16	18
yijP	1544	942	943	884	106	91	874	1080	727	402	23	34	1020	1237	844	470	24	38	1420	858	863	795	94	85
ppc	7041	4003	2301	2123	662	576	9134	12955	7217	4581	102	105	9389	13235	7400	4734	104	113	6894	3940	2263	2078	655	567
argE	2180	1392	802	748	174	137	2324	3419	1746	954	60	80	2380	3492	1798	979	60	81	2136	1353	783	732	172	135
argC	3930	2741	1225	1076	81	41	3401	4796	2565	1154	27	23	3400	4794	2564	1154	27	23	3924	2736	1222	1076	81	41
argB	2768	1832	876	916	62	31	2756	4113	2310	962	17	19	2756	4113	2310	962	17	19	2768	1832	876	916	62	31
argH	5937	3977	1744	1617	119	65	4612	7606	3809	1686	47	50	4691	7738	3892	1715	49	53	5866	3937	1723	1593	118	65
oxyR	1281	847	1288	1168	620	472	1262	1849	1450	864	41	39	1280	1887	1475	875	41	39	1245	821	1253	1151	609	465
sthA	1007	738	3528	2967	2914	2510	1048	1322	3638	1960	123	133	1071	1366	3761	2015	125	138	977	719	3419	2884	2800	2438
fabR	857	661	1808	1534	1262	1098	1630	2178	3855	1730	64	65	1629	2173	3849	1730	63	66	852	659	1803	1530	1258	1094
trmA	570	362	554	474	196	140	744	1018	970	567	137	159	813	1097	1061	621	148	174	526	337	521	444	185	136
btuB	1492	1072	1435	1257	396	301	2286	3043	2556	1321	55	39	2290	3049	2559	1323	55	39	1490	1071	1435	1252	395	301
murI	248	154	279	269	152	122	199	322	269	182	10	9	230	362	297	209	10	9	224	146	251	244	139	107
murB	881	693	1064	964	450	323	2036	2724	1960	1028	17	34	2073	2802	2020	1053	19	34	839	663	1010	902	424	312
birA	494	325	550	471	239	202	725	969	715	360	24	19	766	1033	766	383	24	20	475	305	516	433	227	183
coaA	724	550	990	868	232	201	1126	1495	1398	742	9	18	1132	1500	1398	743	9	18	718	546	982	862	232	200
tufB	129863	95058	98636	91204	7049	5451	149286	226469	163491	86230	1930	2155	149249	226426	163475	86216	1930	2154	129790	95007	98578	91153	7048	5450
rplA	30120	21880	15297	15336	1759	1333	26843	40361	24218	13173	327	367	26843	40361	24218	13173	327	367	30120	21880	15297	15336	1759	1333
rpoB	39413	27910	34632	31699	5908	4430	36328	53344	45068	25144	756	862	36343	53371	45087	25157	757	862	39400	27893	34616	31692	5908	4429
rpoC	41848	29584	38008	35815	6843	5345	36143	58371	45413	24416	873	1003	36523	59020	45883	24668	875	1011	41468	29324	37621	35454	6773	5281
thiH	3502	1929	2552	2018	355	230	2694	3744	2978	1841	18	19	3028	4179	3330	2035	20	22	3154	1734	2299	1823	319	206
thiG	2501	1272	1904	1456	235	134	1419	2022	1586	991	6	17	1439	2048	1607	1005	6	19	2451	1244	1874	1419	232	132
thiF	3127	1647	2112	1613	204	171	1546	2266	1809	994	13	18	1557	2284	1824	1000	13	18	3108	1641	2105	1603	204	171
thiE	2597	1340	1847	1436	219	149	1326	2000	1484	944	18	18	1332	2005	1492	949	18	18	2589	1337	1843	1433	219	149
thiC	10766	6125	7550	5897	1146	779	5560	7342	5701	3522	65	54	5570	7354	5708	3529	65	54	10752	6124	7539	5887	1144	778
nudC	375	241	250	220	79	67	547	767	538	282	54	44	547	767	538	282	54	44	375	241	250	220	79	67
hemE	815	484	581	547	180	124	725	1049	636	391	29	26	726	1051	639	391	29	26	816	485	579	547	180	123
nfi	276	200	259	215	40	29	279	461	309	159	3	2	279	461	309	159	3	2	274	200	259	215	40	29
yjaH	427	310	762	568	81	79	396	518	535	295	6	7	438	581	626	337	7	7	386	279	684	510	73	70
zraR	212	148	340	328	247	170	230	348	368	192	41	27	240	364	381	204	45	29	205	142	332	323	238	165
purD	1842	1258	868	775	77	55	1631	2580	1263	758	17	15	1663	2648	1289	770	18	15	1801	1232	842	750	77	55
purH	1836	1186	790	677	43	39	1705	2557	1236	833	11	13	1839	2800	1359	902	14	18	1693	1090	719	624	40	35
metA	4367	3113	3606	3032	2644	1424	2987	4391	2653	1441	55	71	3174	4665	2830	1533	55	71	4207	2997	3481	2929	2570	1376
aceA	471	325	3848	3644	3358	2602	13650	20893	65448	35218	1175	1147	14563	22214	69521	37379	1230	1198	440	306	3624	3440	3204	2481
aceK	88	52	503	473	1048	936	2013	2746	7990	4299	492	555	2420	3354	9744	5271	575	632	86	51	518	489	968	854
iclR	314	214	269	238	258	232	927	1154	929	569	40	23	973	1201	956	590	41	23	301	206	259	232	243	217
metH	8389	5344	6322	5731	2551	1862	7269	9861	7125	3736	154	176	7792	10602	7644	4002	171	192	7780	4950	5852	5350	2390	1745
yjbB	285	237	340	246	125	102	300	458	437	233	67	62	318	489	465	244	70	65	272	227	324	237	117	100
pepE	142	111	1278	1107	280	306	83	156	637	268	11	13	84	157	643	270	12	13	142	111	1277	1105	280	306
yjbC	739	453	711	601	306	246	439	637	456	272	19	19	644	854	651	395	24	23	611	361	600	484	244	208
lysC	7796	4633	2275	2146	494	510	5168	7625	2801	1494	21	30	5476	7951	2937	1560	22	30	7596	4501	2219	2100	476	493
pgi	5636	4168	3449	3069	1813	1467	9314	13296	8233	4844	200	236	10170	14411	8932	5207	213	254	5335	3921	3224	2887	1706	1365
yjbF	7	9	3	8	1	3	8	10	3	1	0	0	8	12	4	2	0	0	7	7	2	8	1	1
yjbG	14	4	9	1	1	1	8	10	5	6	1	0	8	11	5	7	1	0	10	4	9	1	0	0
yjbH	37	16	33	22	14	12	54	67	88	42	13	5	57	74	104	43	13	6	37	17	30	21	14	14
xylE	30	15	52	32	93	58	70	102	75	46	12	28	73	106	89	47	13	28	28	15	50	30	89	58
malG	67	49	839	731	135	119	39	57	521	285	37	50	41	58	532	287	37	50	66	49	830	715	135	117
malF	154	130	1919	1700	33	33	122	142	2060	951	14	16	122	143	2085	960	14	16	154	130	1886	1688	33	33
malE	878	625	12946	11690	86	90	1196	1505	21429	10426	135	128	1274	1617	22750	11078	140	131	831	580	12405	11197	85	87
malK	201	135	3337	3035	23	19	242	262	5480	2452	30	18	243	271	5572	2495	30	18	198	133	3302	3000	23	19
malM	170	116	2134	1824	57	76	159	184	1808	924	55	75	159	186	1813	927	55	75	169	116	2127	1819	57	76
ubiA	451	323	647	538	1187	882	519	738	905	429	173	171	550	769	948	450	181	176	432	312	622	521	1127	842
plsB	1696	1129	2009	1882	1296	951	2350	3367	3183	1667	145	160	2437	3502	3286	1746	150	169	1628	1079	1937	1808	1246	918
lexA	904	615	863	783	1357	1037	1181	1730	1670	928	514	558	1183	1737	1678	933	514	560	902	614	859	780	1352	1037
dinF	164	88	118	120	73	59	111	168	139	81	6	11	122	180	156	87	6	10	155	81	113	110	70	54
yjbM	2	4	6	4	7	11	7	18	11	10	2	2	7	18	11	10	2	2	2	4	6	4	7	11
yjbN	538	395	467	477	138	101	632	871	590	394	7	10	678	938	622	428	7	10	564	422	507	507	146	108
qor	434	275	587	520	311	286	717	1047	1239	709	262	367	757	1110	1323	755	270	382	413	261	569	504	295	269
dnaB	1091	732	678	620	102	92	1359	1869	1378	732	14	12	1450	2046	1462	786	14	13	960	623	597	550	101	87
alr	500	339	301	266	122	89	532	784	503	297	4	11	544	811	517	307	4	11	485	327	291	256	118	87
tyrB	2562	1605	2642	2269	193	157	3215	4757	3675	2093	37	49	3219	4768	3682	2097	37	49	2557	1599	2636	2264	193	157
aphA	67	65	1013	879	363	320	145	205	1276	451	8	17	148	207	1286	454	8	17	66	61	980	859	356	312
uvrA	682	483	630	632	353	290	707	1002	1065	656	65	79	852	1169	1319	782	80	97	588	413	533	530	297	247
yjcC	40	32	61	59	147	107	131	166	172	95	182	200	131	166	173	95	182	201	40	32	61	59	147	107
yjcE	791	573	674	619	189	177	557	836	597	364	22	45	573	866	619	379	22	45	769	553	654	604	183	173
actP	174	115	7858	6913	970	740	127	175	7099	3164	222	295	134	193	7670	3460	250	318	165	97	7115	6235	869	666
acs	1024	665	22400	21202	6193	4326	890	1205	29064	11625	2763	3261	899	1224	29556	11825	2796	3309	1008	657	22015	20845	6090	4266
nrfA	37	22	64	59	33	29	60	99	101	49	4	3	60	99	102	49	4	3	37	22	64	58	33	29
